transaction_id,timestamp,date,risk_score,fraud_label,customer_id,merchant_id,merchant_category,channel,amount_gbp,reason_code,reviewed,review_date,backlog_days,sla_breach
1020138,2026-12-10 10:17:44,2026-12-10,0.1940909255974288,0,12479,11346,gaming,ecommerce,31.28,GENERAL_RISK,1,2026-12-10,0,0
1020002,2026-12-10 08:01:20,2026-12-10,0.1935568027518191,0,70759,8946,travel,ecommerce,16.51,GENERAL_RISK,1,2026-12-10,0,0
1020061,2026-12-10 09:00:19,2026-12-10,0.1925464263996762,0,51930,11502,electronics,ecommerce,18.35,HIGH_IP_RISK,1,2026-12-10,0,0
1020506,2026-12-10 16:25:43,2026-12-10,0.1910874337562217,0,64904,2920,electronics,card_present,55.24,VERY_NEW_ACCOUNT,1,2026-12-10,0,0
1020510,2026-12-10 16:29:17,2026-12-10,0.1903197438195891,1,48920,9179,grocery,card_present,5.26,HIGH_IP_RISK,1,2026-12-10,0,0
1020329,2026-12-10 13:28:49,2026-12-10,0.1844658788312025,0,71083,8821,gaming,ecommerce,9.63,GENERAL_RISK,1,2026-12-10,0,0
1020480,2026-12-10 15:59:49,2026-12-10,0.1842208927450913,0,106126,6538,grocery,ecommerce,15.3,HIGH_IP_RISK,1,2026-12-10,0,0
1020833,2026-12-10 21:52:44,2026-12-10,0.1822378776312041,0,17291,7516,grocery,ecommerce,8.64,GENERAL_RISK,0,,125,1
1020266,2026-12-10 12:25:39,2026-12-10,0.1821792624335894,0,32908,9146,utilities,card_present,11.53,GENERAL_RISK,0,,125,1
1020371,2026-12-10 14:10:47,2026-12-10,0.1798504148666924,0,33761,5896,electronics,card_present,21.84,HIGH_IP_RISK,0,,125,1
1020272,2026-12-10 12:31:24,2026-12-10,0.1797751850560072,0,29177,7331,grocery,ecommerce,11.19,GENERAL_RISK,0,,125,1
1020720,2026-12-10 19:59:41,2026-12-10,0.1759465754766512,0,90714,1637,travel,ecommerce,213.59,AMOUNT_SPIKE,0,,125,1
1020258,2026-12-10 12:17:18,2026-12-10,0.1755286630671788,0,27575,1549,fuel,ecommerce,27.95,GENERAL_RISK,0,,125,1
1020615,2026-12-10 18:14:33,2026-12-10,0.1700012233467678,0,61585,10672,travel,card_present,228.69,AMOUNT_SPIKE,0,,125,1
1020706,2026-12-10 19:45:40,2026-12-10,0.1698709795321064,0,104991,4562,utilities,ecommerce,16.26,HIGH_IP_RISK,0,,125,1
1020841,2026-12-10 22:00:19,2026-12-10,0.1690089968573219,0,60324,5146,grocery,ecommerce,55.87,GENERAL_RISK,0,,125,1
1020928,2026-12-10 23:27:45,2026-12-10,0.1685026108169064,0,97680,9246,fuel,ecommerce,11.26,NIGHT_TRANSACTION,0,,125,1
1020957,2026-12-10 23:56:30,2026-12-10,0.1675894861508164,0,18385,9596,restaurants,ecommerce,34.91,NIGHT_TRANSACTION,0,,125,1
1020862,2026-12-10 22:21:48,2026-12-10,0.167563197687159,1,72884,5724,fashion,ecommerce,9.35,GENERAL_RISK,0,,125,1
1020115,2026-12-10 09:54:15,2026-12-10,0.1674804125861178,0,25778,11217,grocery,ecommerce,7.24,HIGH_IP_RISK,0,,125,1
1020946,2026-12-10 23:45:33,2026-12-10,0.1659327505733306,0,75958,7904,utilities,card_present,54.11,NIGHT_TRANSACTION,0,,125,1
1020077,2026-12-10 09:16:53,2026-12-10,0.1643141661592522,0,21664,714,gaming,ecommerce,10.19,GENERAL_RISK,0,,125,1
1020260,2026-12-10 12:19:31,2026-12-10,0.1641188903396224,0,10524,9291,fashion,ecommerce,25.19,HIGH_IP_RISK,0,,125,1
1020374,2026-12-10 14:13:13,2026-12-10,0.1639408146177267,0,105443,11402,fashion,ecommerce,42.44,AMOUNT_SPIKE,0,,125,1
1020563,2026-12-10 17:22:50,2026-12-10,0.1638691400931562,0,75781,3274,utilities,ecommerce,72.3,GENERAL_RISK,0,,125,1
1020621,2026-12-10 18:20:44,2026-12-10,0.163004404477477,0,21428,653,utilities,ecommerce,174.67,AMOUNT_SPIKE,0,,125,1
1020415,2026-12-10 14:54:55,2026-12-10,0.162164160714063,1,58308,1603,grocery,ecommerce,89.95,HIGH_IP_RISK,0,,125,1
1020300,2026-12-10 12:59:44,2026-12-10,0.1621429760897865,0,29875,6061,fuel,ecommerce,13.17,VERY_NEW_ACCOUNT,0,,125,1
1020792,2026-12-10 21:11:37,2026-12-10,0.162115302229302,0,25295,9068,restaurants,ecommerce,14.32,HIGH_IP_RISK,0,,125,1
1020798,2026-12-10 21:17:13,2026-12-10,0.1616857123632952,0,100901,3644,gaming,ecommerce,51.61,HIGH_IP_RISK,0,,125,1
1020032,2026-12-10 08:31:50,2026-12-10,0.1612539239800076,0,58647,652,fashion,card_present,28.87,VERY_NEW_ACCOUNT,0,,125,1
1020919,2026-12-10 23:18:30,2026-12-10,0.1597695122312986,1,43684,11997,grocery,ecommerce,18.14,NIGHT_TRANSACTION,0,,125,1
1020687,2026-12-10 19:26:39,2026-12-10,0.1597508596634798,1,33475,4285,fashion,ecommerce,22.58,HIGH_IP_RISK,0,,125,1
1020952,2026-12-10 23:51:03,2026-12-10,0.1587051970412517,0,96821,8433,utilities,card_present,23.77,NIGHT_TRANSACTION,0,,125,1
1020594,2026-12-10 17:53:38,2026-12-10,0.1582122083897541,0,30154,868,fuel,ecommerce,32.64,GENERAL_RISK,0,,125,1
1020644,2026-12-10 18:43:26,2026-12-10,0.1581016776258731,0,77061,9857,fashion,card_present,14.28,HIGH_IP_RISK,0,,125,1
1020768,2026-12-10 20:47:14,2026-12-10,0.1574678966841265,0,91742,1479,grocery,ecommerce,92.15,AMOUNT_SPIKE,0,,125,1
1020160,2026-12-10 10:39:53,2026-12-10,0.1570833037205086,1,73051,3378,electronics,card_present,39.83,VERY_NEW_ACCOUNT,0,,125,1
1020031,2026-12-10 08:30:47,2026-12-10,0.1557358186229409,0,47765,2116,fuel,ecommerce,8.84,HIGH_IP_RISK,0,,125,1
1020671,2026-12-10 19:10:33,2026-12-10,0.1528690404641623,0,1523,10948,grocery,card_present,20.51,HIGH_VELOCITY_1H,0,,125,1
1020844,2026-12-10 22:03:37,2026-12-10,0.1524370335083623,0,114631,652,travel,card_present,42.61,HIGH_IP_RISK,0,,125,1
1020835,2026-12-10 21:54:07,2026-12-10,0.1513277094053041,0,10323,10235,travel,ecommerce,59.07,AMOUNT_SPIKE,0,,125,1
1020067,2026-12-10 09:06:35,2026-12-10,0.1503940637193495,0,91804,6717,utilities,card_present,61.2,HIGH_IP_RISK,0,,125,1
1020193,2026-12-10 11:12:50,2026-12-10,0.1497427585176312,1,88410,8451,utilities,ecommerce,305.36,AMOUNT_SPIKE,0,,125,1
1020046,2026-12-10 08:45:08,2026-12-10,0.1493696146843411,1,10624,2644,fashion,card_present,16.19,HIGH_IP_RISK,0,,125,1
1020826,2026-12-10 21:45:00,2026-12-10,0.148800118071067,0,19917,400,electronics,ecommerce,25.14,HIGH_IP_RISK,0,,125,1
1020056,2026-12-10 08:55:13,2026-12-10,0.1481767296287625,0,21930,9203,travel,ecommerce,89.51,AMOUNT_SPIKE,0,,125,1
1020810,2026-12-10 21:29:10,2026-12-10,0.1477198257548822,1,11573,989,electronics,ecommerce,107.94,GENERAL_RISK,0,,125,1
1020903,2026-12-10 23:02:43,2026-12-10,0.1476593047592563,1,32021,10114,electronics,ecommerce,37.04,NIGHT_TRANSACTION,0,,125,1
1020931,2026-12-10 23:30:52,2026-12-10,0.1468673562735258,0,85892,10939,utilities,ecommerce,57.26,NIGHT_TRANSACTION,0,,125,1
1020013,2026-12-10 08:12:19,2026-12-10,0.1462718061145687,0,110539,5749,electronics,transfer,320.02,AMOUNT_SPIKE,0,,125,1
1020051,2026-12-10 08:50:09,2026-12-10,0.1455392949257333,1,106796,5094,electronics,ecommerce,28.71,HIGH_IP_RISK,0,,125,1
1020302,2026-12-10 13:01:18,2026-12-10,0.1449075466322032,1,43387,6184,utilities,transfer,7.39,HIGH_IP_RISK,0,,125,1
1020154,2026-12-10 10:33:53,2026-12-10,0.1443525713613711,0,40188,5703,grocery,card_present,55.91,HIGH_IP_RISK,0,,125,1
1020273,2026-12-10 12:32:41,2026-12-10,0.1443236221625846,0,95734,6418,grocery,ecommerce,102.6,HIGH_IP_RISK,0,,125,1
1020534,2026-12-10 16:53:59,2026-12-10,0.1435230742995687,1,27228,3768,gaming,transfer,23.2,GENERAL_RISK,0,,125,1
1020920,2026-12-10 23:19:33,2026-12-10,0.1432468585337854,0,97159,10089,restaurants,ecommerce,15.97,NIGHT_TRANSACTION,0,,125,1
1020234,2026-12-10 11:53:33,2026-12-10,0.1429591820221736,0,88248,2691,gaming,ecommerce,21.86,GENERAL_RISK,0,,125,1
1020661,2026-12-10 19:00:02,2026-12-10,0.1422482439610202,0,70169,10788,electronics,ecommerce,47.66,GENERAL_RISK,0,,125,1
1020301,2026-12-10 13:00:18,2026-12-10,0.1422201142463015,0,87085,8999,fashion,ecommerce,31.49,GENERAL_RISK,0,,125,1
1020883,2026-12-10 22:42:35,2026-12-10,0.1414186105635089,0,69673,1866,grocery,ecommerce,18.49,HIGH_IP_RISK,0,,125,1
1020894,2026-12-10 22:53:11,2026-12-10,0.1413113174928544,0,66532,5118,grocery,ecommerce,46.84,AMOUNT_SPIKE,0,,125,1
1020881,2026-12-10 22:40:02,2026-12-10,0.140972780516068,1,103328,8872,fuel,ecommerce,43.56,GENERAL_RISK,0,,125,1
1020530,2026-12-10 16:49:38,2026-12-10,0.140805574029643,0,65945,7698,gaming,ecommerce,46.57,VERY_NEW_ACCOUNT,0,,125,1
1020910,2026-12-10 23:09:19,2026-12-10,0.1403590540879146,0,63539,6016,utilities,ecommerce,19.02,NIGHT_TRANSACTION,0,,125,1
1020035,2026-12-10 08:34:47,2026-12-10,0.140269321000713,1,12518,6492,utilities,ecommerce,34.9,GENERAL_RISK,0,,125,1
1020271,2026-12-10 12:30:08,2026-12-10,0.1399678115963506,1,22786,292,utilities,ecommerce,9.7,HIGH_IP_RISK,0,,125,1
1020003,2026-12-10 08:02:28,2026-12-10,0.1398929460475426,0,32926,4597,fuel,ecommerce,8.7,HIGH_IP_RISK,0,,125,1
1020417,2026-12-10 14:56:06,2026-12-10,0.1392705932592433,0,77401,4019,restaurants,ecommerce,34.88,GENERAL_RISK,0,,125,1
1020293,2026-12-10 12:52:38,2026-12-10,0.1390020290617152,0,85202,7759,grocery,ecommerce,19.27,HIGH_IP_RISK,0,,125,1
1020865,2026-12-10 22:24:30,2026-12-10,0.1376897931892212,0,17368,6133,fashion,ecommerce,53.66,HIGH_IP_RISK,0,,125,1
1020760,2026-12-10 20:39:29,2026-12-10,0.1366835936084439,0,31461,5767,grocery,ecommerce,20.47,GENERAL_RISK,0,,125,1
1020100,2026-12-10 09:39:44,2026-12-10,0.1366088526553532,0,107070,5328,utilities,card_present,42.97,HIGH_IP_RISK,0,,125,1
1020647,2026-12-10 18:46:47,2026-12-10,0.1352626598984093,0,41464,8633,grocery,ecommerce,17.95,GENERAL_RISK,0,,125,1
1020756,2026-12-10 20:35:15,2026-12-10,0.1349954832910168,0,5271,3062,utilities,ecommerce,25.9,GENERAL_RISK,0,,125,1
1020191,2026-12-10 11:10:03,2026-12-10,0.1346739172374215,0,95638,2706,restaurants,card_present,16.94,GENERAL_RISK,0,,125,1
1020808,2026-12-10 21:27:32,2026-12-10,0.1346635088041087,0,3632,1136,electronics,ecommerce,17.24,HIGH_VELOCITY_1H,0,,125,1
1020220,2026-12-10 11:39:10,2026-12-10,0.1341199116358362,1,42923,387,utilities,card_present,16.74,HIGH_IP_RISK,0,,125,1
1020701,2026-12-10 19:40:29,2026-12-10,0.1340174972277476,0,13030,8999,fashion,ecommerce,15.63,GENERAL_RISK,0,,125,1
1020517,2026-12-10 16:36:22,2026-12-10,0.133605406436314,0,86680,8901,grocery,ecommerce,78.92,AMOUNT_SPIKE,0,,125,1
1020185,2026-12-10 11:04:22,2026-12-10,0.1321287047247542,0,57434,8189,restaurants,ecommerce,42.93,GENERAL_RISK,0,,125,1
1020424,2026-12-10 15:03:22,2026-12-10,0.1319479053976175,0,103332,6756,grocery,card_present,53.25,HIGH_IP_RISK,0,,125,1
1020519,2026-12-10 16:38:22,2026-12-10,0.13163375197243,0,112676,1937,gaming,ecommerce,33.25,GENERAL_RISK,0,,125,1
1020038,2026-12-10 08:37:28,2026-12-10,0.1309220003864822,0,2943,1897,fashion,ecommerce,23.55,AMOUNT_SPIKE,0,,125,1
1020212,2026-12-10 11:31:41,2026-12-10,0.1308923978254969,0,12679,24,gaming,card_present,5.89,HIGH_IP_RISK,0,,125,1
1020208,2026-12-10 11:27:21,2026-12-10,0.130448205015113,0,36227,262,grocery,ecommerce,73.63,AMOUNT_SPIKE,0,,125,1
1020554,2026-12-10 17:13:43,2026-12-10,0.1303651193132941,0,40559,6680,restaurants,ecommerce,18.52,GENERAL_RISK,0,,125,1
1020956,2026-12-10 23:55:21,2026-12-10,0.1300001036963687,0,37337,11173,fuel,card_present,59.89,NIGHT_TRANSACTION,0,,125,1
1020861,2026-12-10 22:20:19,2026-12-10,0.1294054863371013,0,108218,8702,fuel,card_present,13.74,HIGH_IP_RISK,0,,125,1
1020461,2026-12-10 15:40:24,2026-12-10,0.1290892785429347,0,23553,2543,grocery,card_present,4.57,HIGH_IP_RISK,0,,125,1
1020660,2026-12-10 18:59:58,2026-12-10,0.1287896231368894,0,27099,7116,fuel,ecommerce,6.25,GENERAL_RISK,0,,125,1
1020839,2026-12-10 21:58:20,2026-12-10,0.1287313398713277,0,54197,829,gaming,ecommerce,4.96,GENERAL_RISK,0,,125,1
1020630,2026-12-10 18:29:22,2026-12-10,0.1286132498334244,1,82534,11416,restaurants,ecommerce,39.34,HIGH_IP_RISK,0,,125,1
1020524,2026-12-10 16:43:17,2026-12-10,0.1285389330274395,0,95163,3494,electronics,ecommerce,11.18,HIGH_IP_RISK,0,,125,1
1020171,2026-12-10 10:50:01,2026-12-10,0.1267002580392053,0,5126,10372,gaming,card_present,45.16,GENERAL_RISK,0,,125,1
1020596,2026-12-10 17:55:03,2026-12-10,0.1253639758431673,0,45302,10802,travel,ecommerce,63.65,HIGH_IP_RISK,0,,125,1
1020280,2026-12-10 12:39:34,2026-12-10,0.125305828607242,0,90242,3507,restaurants,ecommerce,14.62,HIGH_IP_RISK,0,,125,1
1020233,2026-12-10 11:52:28,2026-12-10,0.124832222052038,0,13941,6434,electronics,card_present,20.81,HIGH_IP_RISK,0,,125,1
1020339,2026-12-10 13:38:56,2026-12-10,0.1247257880323689,0,79617,11646,electronics,ecommerce,65.81,AMOUNT_SPIKE,0,,125,1
1020775,2026-12-10 20:54:15,2026-12-10,0.1245841394049888,0,100430,5961,utilities,card_present,123.82,AMOUNT_SPIKE,0,,125,1
1020481,2026-12-10 16:00:17,2026-12-10,0.124458676569614,0,9410,2591,travel,ecommerce,61.99,GENERAL_RISK,0,,125,1
1020269,2026-12-10 12:28:13,2026-12-10,0.1235902591594528,1,35291,9576,fuel,ecommerce,37.67,HIGH_IP_RISK,0,,125,1
1020794,2026-12-10 21:13:28,2026-12-10,0.1234498754704037,1,90628,9564,grocery,ecommerce,15.11,HIGH_IP_RISK,0,,125,1
1020781,2026-12-10 21:00:24,2026-12-10,0.1233269995785081,0,6889,275,utilities,card_present,57.88,HIGH_IP_RISK,0,,125,1
1020069,2026-12-10 09:08:03,2026-12-10,0.1232160374633893,0,18858,2664,fuel,card_present,109.2,AMOUNT_SPIKE,0,,125,1
1020074,2026-12-10 09:13:31,2026-12-10,0.1229097127936234,0,29790,5467,fuel,ecommerce,25.41,HIGH_IP_RISK,0,,125,1
1020662,2026-12-10 19:01:15,2026-12-10,0.1218082351083963,0,78907,7810,fashion,ecommerce,22.1,HIGH_IP_RISK,0,,125,1
1020238,2026-12-10 11:57:14,2026-12-10,0.1217966802403381,0,85337,1404,grocery,ecommerce,120.3,AMOUNT_SPIKE,0,,125,1
1020677,2026-12-10 19:16:38,2026-12-10,0.1216777653679956,0,59383,7907,restaurants,ecommerce,32.9,GENERAL_RISK,0,,125,1
1020487,2026-12-10 16:06:45,2026-12-10,0.1215606509022971,0,60713,8970,gaming,ecommerce,73.44,AMOUNT_SPIKE,0,,125,1
1020060,2026-12-10 08:59:30,2026-12-10,0.1213808107664921,0,117126,5684,fuel,ecommerce,29.73,HIGH_IP_RISK,0,,125,1
1020131,2026-12-10 10:10:12,2026-12-10,0.1212100030294819,1,58170,9615,fuel,ecommerce,9.15,HIGH_IP_RISK,0,,125,1
1020522,2026-12-10 16:41:33,2026-12-10,0.1209173420046364,0,10565,7361,grocery,ecommerce,26.65,GENERAL_RISK,0,,125,1
1020221,2026-12-10 11:40:52,2026-12-10,0.1207160324704701,1,18311,795,gaming,card_present,56.61,AMOUNT_SPIKE,0,,125,1
1020211,2026-12-10 11:30:22,2026-12-10,0.1205661042340234,0,89500,8719,electronics,ecommerce,30.56,GENERAL_RISK,0,,125,1
1020050,2026-12-10 08:49:16,2026-12-10,0.1203011539612418,0,8470,3624,gaming,card_present,42.13,GENERAL_RISK,0,,125,1
1020885,2026-12-10 22:44:52,2026-12-10,0.1190336339724077,0,20348,67,electronics,transfer,116.33,HIGH_IP_RISK,0,,125,1
1020667,2026-12-10 19:06:52,2026-12-10,0.1186742368920227,0,30786,4541,grocery,card_present,81.1,AMOUNT_SPIKE,0,,125,1
1020356,2026-12-10 13:55:36,2026-12-10,0.1185990539719526,0,96761,521,fashion,ecommerce,17.98,HIGH_IP_RISK,0,,125,1
1020385,2026-12-10 14:24:31,2026-12-10,0.1171960375452062,0,54615,7381,electronics,ecommerce,21.48,GENERAL_RISK,0,,125,1
1020958,2026-12-10 23:57:01,2026-12-10,0.1170218389619881,0,83190,10137,fuel,card_present,4.65,NIGHT_TRANSACTION,0,,125,1
1020929,2026-12-10 23:28:34,2026-12-10,0.1167439248728747,0,114819,11837,fuel,ecommerce,66.78,NIGHT_TRANSACTION,0,,125,1
1020195,2026-12-10 11:14:38,2026-12-10,0.1162879223550103,0,85441,583,travel,card_present,33.36,HIGH_IP_RISK,0,,125,1
1020048,2026-12-10 08:47:18,2026-12-10,0.1159931019236535,0,69586,1254,electronics,ecommerce,47.07,GENERAL_RISK,0,,125,1
1020625,2026-12-10 18:24:36,2026-12-10,0.1159639172127909,0,80932,9222,gaming,transfer,102.36,AMOUNT_SPIKE,0,,125,1
1020425,2026-12-10 15:04:58,2026-12-10,0.1149226694415777,0,3816,3244,pharmacy,card_present,5.2,GENERAL_RISK,0,,125,1
1020217,2026-12-10 11:36:23,2026-12-10,0.1146688046433828,0,38002,651,electronics,ecommerce,30.67,GENERAL_RISK,0,,125,1
1020694,2026-12-10 19:33:43,2026-12-10,0.1144533121879837,0,3516,7713,utilities,card_present,28.0,GENERAL_RISK,0,,125,1
1020205,2026-12-10 11:24:41,2026-12-10,0.1143972391873417,1,74941,10375,restaurants,ecommerce,25.98,GENERAL_RISK,0,,125,1
1020699,2026-12-10 19:38:19,2026-12-10,0.1133411599841973,0,115342,6172,utilities,card_present,20.31,GENERAL_RISK,0,,125,1
1020188,2026-12-10 11:07:54,2026-12-10,0.1130557007639192,1,68799,526,utilities,card_present,72.83,GENERAL_RISK,0,,125,1
1020305,2026-12-10 13:04:15,2026-12-10,0.112080220760127,0,19557,185,electronics,ecommerce,17.89,HIGH_IP_RISK,0,,125,1
1020303,2026-12-10 13:02:12,2026-12-10,0.1110870357655845,0,17947,3465,fashion,ecommerce,18.01,GENERAL_RISK,0,,125,1
1020659,2026-12-10 18:58:51,2026-12-10,0.1108560935796171,0,44881,10468,fashion,card_present,10.19,GENERAL_RISK,0,,125,1
1020405,2026-12-10 14:44:56,2026-12-10,0.1105676828245938,0,97474,7807,electronics,ecommerce,36.38,GENERAL_RISK,0,,125,1
1020541,2026-12-10 17:00:32,2026-12-10,0.1102247390236454,0,62845,2754,restaurants,ecommerce,39.6,GENERAL_RISK,0,,125,1
1020362,2026-12-10 14:01:06,2026-12-10,0.109724498399569,1,85796,1117,grocery,transfer,43.03,HIGH_IP_RISK,0,,125,1
1020011,2026-12-10 08:10:08,2026-12-10,0.1095773529988147,0,62602,1009,fashion,ecommerce,19.76,GENERAL_RISK,0,,125,1
1020231,2026-12-10 11:50:11,2026-12-10,0.1092422778732025,0,71492,10678,grocery,card_present,18.33,GENERAL_RISK,0,,125,1
1020484,2026-12-10 16:03:34,2026-12-10,0.1090927268688222,0,56475,6687,grocery,card_present,8.32,HIGH_IP_RISK,0,,125,1
1020144,2026-12-10 10:23:24,2026-12-10,0.1088439270739419,0,104261,9289,fashion,card_present,10.14,HIGH_IP_RISK,0,,125,1
1020926,2026-12-10 23:25:35,2026-12-10,0.1086978006242315,0,3805,5867,electronics,ecommerce,21.96,NIGHT_TRANSACTION,0,,125,1
1020932,2026-12-10 23:31:53,2026-12-10,0.1085603451300677,0,71878,5644,utilities,card_present,14.1,NIGHT_TRANSACTION,0,,125,1
1020033,2026-12-10 08:32:22,2026-12-10,0.1082959322927881,1,94500,2975,fuel,card_present,15.75,HIGH_VELOCITY_1H,0,,125,1
1020081,2026-12-10 09:20:32,2026-12-10,0.108098248104274,0,84283,9009,fashion,ecommerce,20.06,HIGH_IP_RISK,0,,125,1
1020917,2026-12-10 23:16:52,2026-12-10,0.1076451762302684,0,119448,1254,electronics,ecommerce,20.94,NIGHT_TRANSACTION,0,,125,1
1020555,2026-12-10 17:14:54,2026-12-10,0.1073687077374025,1,73488,6037,travel,ecommerce,54.46,AMOUNT_SPIKE,0,,125,1
1020536,2026-12-10 16:55:10,2026-12-10,0.1071075853810601,0,92600,657,restaurants,ecommerce,11.37,GENERAL_RISK,0,,125,1
1020365,2026-12-10 14:04:31,2026-12-10,0.1067213561472934,0,94817,3272,travel,card_present,13.41,GENERAL_RISK,0,,125,1
1020937,2026-12-10 23:36:56,2026-12-10,0.1064520308108081,0,117074,9385,utilities,ecommerce,31.76,NIGHT_TRANSACTION,0,,125,1
1020690,2026-12-10 19:29:21,2026-12-10,0.1058640284274008,0,86391,4304,electronics,card_present,32.4,HIGH_IP_RISK,0,,125,1
1020444,2026-12-10 15:23:29,2026-12-10,0.1056788689158055,0,52783,2085,utilities,card_present,48.22,HIGH_IP_RISK,0,,125,1
